Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Basalt Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - End Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - End Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Nether Jasper Ore
appliedenergistics2:facade:0, Cable Facade - End Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Sand Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Sand Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Granite Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Granite Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Marble Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Niobium Ore
appliedenergistics2:facade:0, Cable Facade - Niobium Ore
appliedenergistics2:facade:0, Cable Facade - Niobium Ore
appliedenergistics2:facade:0, Cable Facade - Niobium Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Niobium Ore
appliedenergistics2:facade:0, Cable Facade - Niobium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Niobium Ore
appliedenergistics2:facade:0, Cable Facade - End Niobium Ore
appliedenergistics2:facade:0, Cable Facade - Sand Niobium Ore
appliedenergistics2:facade:0, Cable Facade - Sand Niobium Ore
appliedenergistics2:facade:0, Cable Facade - Granite Niobium Ore
appliedenergistics2:facade:0, Cable Facade - Granite Niobium Ore
appliedenergistics2:facade:0, Cable Facade - Marble Niobium Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Niobium Ore
appliedenergistics2:facade:0, Cable Facade - Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - End Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nether Nickel Ore
appliedenergistics2:facade:0, Cable Facade - End Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Sand Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Sand Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Granite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Granite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Marble Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Nether Almandine Ore
appliedenergistics2:facade:0, Cable Facade - End Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Sand Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Sand Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Granite Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Granite Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Marble Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - End Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Sand Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Sand Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Granite Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Granite Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Marble Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - End Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Cuprite Ore
appliedenergistics2:facade:0, Cable Facade - Galena Ore
appliedenergistics2:facade:0, Cable Facade - Galena Ore
appliedenergistics2:facade:0, Cable Facade - Galena Ore
appliedenergistics2:facade:0, Cable Facade - Galena Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Galena Ore
appliedenergistics2:facade:0, Cable Facade - Galena Ore
appliedenergistics2:facade:0, Cable Facade - Nether Galena Ore
appliedenergistics2:facade:0, Cable Facade - End Galena Ore
appliedenergistics2:facade:0, Cable Facade - Sand Galena Ore
appliedenergistics2:facade:0, Cable Facade - Sand Galena Ore
appliedenergistics2:facade:0, Cable Facade - Granite Galena Ore
appliedenergistics2:facade:0, Cable Facade - Granite Galena Ore
appliedenergistics2:facade:0, Cable Facade - Marble Galena Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Galena Ore
appliedenergistics2:facade:0, Cable Facade - Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Malachite Ore
appliedenergistics2:facade:0, Cable Facade - End Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - End Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Sand Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Sand Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Granite Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Granite Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Marble Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - End Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Tin Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tin Ore
appliedenergistics2:facade:0, Cable Facade - End Tin Ore
appliedenergistics2:facade:0, Cable Facade - Sand Tin Ore
appliedenergistics2:facade:0, Cable Facade - Sand Tin Ore
appliedenergistics2:facade:0, Cable Facade - Granite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Granite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Marble Tin Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Tin Ore
appliedenergistics2:facade:0, Cable Facade - Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Nether Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - End Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Sand Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Sand Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Granite Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Granite Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Marble Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Barite Ore
appliedenergistics2:facade:0, Cable Facade - Barite Ore
appliedenergistics2:facade:0, Cable Facade - Barite Ore
appliedenergistics2:facade:0, Cable Facade - Barite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Barite Ore
appliedenergistics2:facade:0, Cable Facade - Barite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Barite Ore
appliedenergistics2:facade:0, Cable Facade - End Barite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Barite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Barite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Barite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Barite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Barite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Barite Ore
appliedenergistics2:facade:0, Cable Facade - Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - End Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - Sand Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - Sand Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - Granite Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - Granite Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - Marble Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Vinteum Ore
appliedenergistics2:facade:0, Cable Facade - Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Powellite Ore
appliedenergistics2:facade:0, Cable Facade - End Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Opal Ore
appliedenergistics2:facade:0, Cable Facade - Opal Ore
appliedenergistics2:facade:0, Cable Facade - Opal Ore
appliedenergistics2:facade:0, Cable Facade - Opal Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Opal Ore
appliedenergistics2:facade:0, Cable Facade - Opal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Opal Ore
appliedenergistics2:facade:0, Cable Facade - End Opal Ore
appliedenergistics2:facade:0, Cable Facade - Sand Opal Ore
appliedenergistics2:facade:0, Cable Facade - Sand Opal Ore
appliedenergistics2:facade:0, Cable Facade - Granite Opal Ore
appliedenergistics2:facade:0, Cable Facade - Granite Opal Ore
appliedenergistics2:facade:0, Cable Facade - Marble Opal Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Opal Ore
appliedenergistics2:facade:0, Cable Facade - Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - End Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Tenorite Ore
appliedenergistics2:facade:0, Cable Facade - Tenorite Ore
appliedenergistics2:facade:0, Cable Facade - Tenorite Ore
appliedenergistics2:facade:0, Cable Facade - Tenorite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Tenorite Ore
appliedenergistics2:facade:0, Cable Facade - Tenorite Ore
